title,price,location,details,tags,image_url,url,price_shekels,rooms,area_sqm,floor,city,neighborhood,price_per_sqm
השריג 35,₪ 4 350 000,"דירת גן, קרית כרמים, ראשון לציון",5 חדרים • קומה קרקע • 202 מ״ר,"ממ""ד, 3 כיווני אוויר, נוף פתוח לפארק",https://img.yad2.co.il/Pic/202509/06/2_1/o/y2_1pa_010776_20250906180003.jpeg,,4350000.0,5.0,202.0,4.0,ראשון לציון,,21534.653465346535
גרגר הנחלים 13,₪ 2 900 000,"גג/ פנטהאוז, שחמון, רובע 2, אילת",4 חדרים • קומה קרקע • 155 מ״ר,"ממ""ד, 4 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202507/12/2_1/o/y2_1_03452_20250712140701.jpeg,,2900000.0,4.0,155.0,4.0,Unknown,"פנטהאוז, שחמון, רובע 2, אילת",18709.677419354837
הדובדבן 12,₪ 3 850 000,"גג/ פנטהאוז, פסגת אונו, קרית אונו",4 חדרים • קומה 2 • 150 מ״ר,"ממ""ד, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/16/2_1/o/y2_1pa_010487_20250916232307.jpeg,,3850000.0,4.0,150.0,2.0,Unknown,"פנטהאוז, פסגת אונו, קרית אונו",25666.666666666668
המייסדים 130,₪ 4 600 000,"דו משפחתי, יובלים, פרדס חנה כרכור",6.5 חדרים • קומה קרקע • 250 מ״ר,"2 מרפסות, ממ""ד, 3 כיווני אוויר",https://img.yad2.co.il/Pic/202509/14/2_1/o/y2_1pa_010451_20250914214141.jpeg,,4600000.0,6.5,2.0,4.0,פרדס חנה כרכור,,2300000.0
צופיה 1,₪ 3 920 000,"בית פרטי/ קוטג', קדומים, קדומים",6 חדרים • קומה קרקע • 512 מ״ר,"ממ""ד, 4 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/14/2_1/o/y2_1pa_010098_20250914130403.jpeg,,3920000.0,6.0,512.0,4.0,Unknown,"קוטג', קדומים, קדומים",7656.25
נרקיס 14,₪ 4 950 000,"בית פרטי/ קוטג', בנה ביתך, קרית ים",7 חדרים • קומה קרקע • 478 מ״ר,"3 מרפסות, 4 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202506/04/2_1/o/y2_1_06924_20250604194405.jpeg,,4950000.0,7.0,3.0,4.0,Unknown,"קוטג', בנה ביתך, קרית ים",1650000.0
שילה 8,₪ 2 500 000,"דירת גן, הסיטי, אשקלון",7 חדרים • קומה קרקע • 253 מ״ר,"ממ""ד, נוף פתוח לפארק, חניה",https://img.yad2.co.il/Pic/202504/17/2_1/o/y2_1_08178_20250417180730.jpeg,,2500000.0,7.0,253.0,4.0,אשקלון,,9881.422924901186
הגפן 1,₪ 2 099 900,"דירה, כרמי הנדיב, אחוזת רוטנר, קרית מלאכי",5 חדרים • קומה 3 • 130 מ״ר,"3 כיווני אוויר, חניה, חדש מקבלן",https://img.yad2.co.il/Pic/202509/16/2_1/o/y2_1_03621_20250916160426.jpeg,,2099900.0,5.0,130.0,3.0,קרית מלאכי,,16153.076923076924
אבנר חי שאקי 39,₪ 2 390 000,"דירה, גילה, ירושלים",3 חדרים • קומה 5 • 85 מ״ר,"ממ""ד, חניה, חדש מקבלן",https://img.yad2.co.il/Pic/202509/14/2_1/o/y2_1pa_010115_20250914092614.jpeg,,2390000.0,3.0,85.0,5.0,ירושלים,,28117.647058823528
אליהו גולומב 28,₪ 2 750 000,"טריפלקס, צפון מזרח מרכז העיר, נתניה",4 חדרים • קומה 5 • 1 מ״ר,"נוף פתוח לעיר, בניין משופץ, בהזדמנות",https://img.yad2.co.il/Pic/202509/16/2_1/o/y2_1pa_010170_20250916064928.jpeg,,2750000.0,4.0,1.0,5.0,נתניה,,2750000.0
ארנסט הוגו 16,₪ 4 250 000,"דו משפחתי, שיכון ותיקים, חולון",4.5 חדרים • קומה קרקע • 254 מ״ר,"3 כיווני אוויר, משופצת אדריכלית, בהזדמנות",https://img.yad2.co.il/Pic/202509/14/2_1/o/y2_1_04068_20250914221816.jpeg,,4250000.0,4.5,254.0,4.0,חולון,,16732.283464566928
חיים דוד הלוי 12,₪ 3 650 000,"דירה, פסגת זאב, ירושלים",5 חדרים • קומה 2 • 200 מ״ר,"3 מרפסות, 4 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202504/13/2_1/o/y2_1_02991_20250413223926.jpeg,,3650000.0,5.0,3.0,2.0,ירושלים,,1216666.6666666667
חמרא 60,₪ 2 490 000,"דירה, עיר היין, אשקלון",5 חדרים • קומה 6 • 150 מ״ר,"3 חדרי מקלחת, ממ""ד, חניה",https://img.yad2.co.il/Pic/202508/19/2_1/o/y2_1pa_010350_20250819161320.jpeg,,2490000.0,3.0,150.0,6.0,אשקלון,,16600.0
שוהם 28,₪ 1 599 000,"דירה, אבני חן, חריש",5 חדרים • קומה 2 • 116 מ״ר,"נוף פתוח לפארק, חניה, יחידת הורים",https://img.yad2.co.il/Pic/202509/16/2_1/o/y2_1pa_010940_20250916105827.jpeg,,1599000.0,5.0,116.0,2.0,חריש,,13784.48275862069
שאול המלך 3,₪ 3 150 000,"דירה, אונו הירוקה, קרית אונו",4 חדרים • קומה 7 • 123 מ״ר,"ממ""ד, נוף פתוח לעיר, חניה",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1_04195_20250907144856.jpeg,,3150000.0,4.0,123.0,7.0,קרית אונו,,25609.756097560974
הברוש 5,₪ 4 200 000,"בית פרטי/ קוטג', ברנדייס, חדרה",6 חדרים • קומה קרקע • 250 מ״ר,"3 חדרי מקלחת, 4 כיווני אוויר, חדש מקבלן",https://img.yad2.co.il/Pic/202505/19/2_1/o/y2_1_02266_20250519170514.jpeg,,4200000.0,3.0,250.0,4.0,Unknown,"קוטג', ברנדייס, חדרה",16800.0
"צה""ל 5",₪ 1 580 000,"דירה, גיורא, רמלה",4 חדרים • קומה 2 • 90 מ״ר,"3 כיווני אוויר, נוף פתוח לפארק, נכס עורפי",https://img.yad2.co.il/Pic/202508/28/2_1/o/y2_1pa_010835_20250828155212.jpeg,,1580000.0,4.0,90.0,2.0,רמלה,,17555.555555555555
משה שרת 38,₪ 7 200 000,"דירה, הצפון החדש - כיכר המדינה, תל אביב יפו",4 חדרים • קומה 1 • 116 מ״ר,"ממ""ד, חניה, חדש מקבלן",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1_06412_20250907141844.jpeg,,7200000.0,4.0,116.0,1.0,הצפון החדש,"כיכר המדינה, תל אביב יפו",62068.96551724138
רבי יהודה הנשיא 12,₪ 2 980 000,"דירה, עליות, רמת גן",3.5 חדרים • קומה 7 • 101 מ״ר,"ממ""ד, חניה, חדש מקבלן",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1pa_010531_20250907142405.jpeg,,2980000.0,3.5,101.0,7.0,רמת גן,,29504.950495049507
עין עקרבים 8,₪ 1 790 000,"דירת גן, המעיינות, שחמון, רובע 8, אילת",4 חדרים • קומה קרקע • 210 מ״ר,"ממ""ד, חניה, מטבח גדול",https://img.yad2.co.il/Pic/202509/14/2_5/o/y2_1pa_010823_20250914102547.jpeg,,1790000.0,4.0,210.0,4.0,אילת,,8523.809523809523
רות,₪ 5 650 000,"דירה, חרוזים, רמת גן",5 חדרים • קומה 4 • 144 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202504/08/2_5/o/y2_1pa_010617_20250408163346.jpeg,,5650000.0,5.0,144.0,4.0,רמת גן,,39236.11111111111
שדרות הציונות,₪ 3 750 000,"גג/ פנטהאוז, ברנע, אשקלון",5 חדרים • קומה 14 • 200 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202503/03/2_5/o/y2_1pa_010541_20250303143833.jpeg,,3750000.0,5.0,200.0,14.0,Unknown,"פנטהאוז, ברנע, אשקלון",18750.0
"אזורי חן, גימל החדשה",₪ 5 150 000,"דירה, אזורי חן, גימל החדשה, תל אביב יפו",5 חדרים • קומה 2 • 147 מ״ר,"חניה, משופצת אדריכלית, בניין משופץ",https://img.yad2.co.il/Pic/202507/10/2_5/o/y2_1pa_010130_20250710185908.jpeg,,5150000.0,5.0,147.0,2.0,תל אביב יפו,,35034.013605442175
סביוני הכרמל,₪ 3 900 000,"דירה, סביוני הכרמל, חיפה",4.5 חדרים • קומה 12 • 140 מ״ר,"ממ""ד, חניה, מטבח גדול",https://img.yad2.co.il/Pic/202508/12/2_5/o/y2_1pa_010728_20250812143459.jpeg,,3900000.0,4.5,140.0,12.0,חיפה,,27857.14285714286
סורא,₪ 2 300 000,"דופלקס, רמת עמידר, רמת גן",5 חדרים • קומה 1 • 120 מ״ר,"ממ""ד, יחידת הורים, בהזדמנות",https://img.yad2.co.il/Pic/202505/14/2_5/o/y2_1pa_997057_20250514181003.jpeg,,2300000.0,5.0,120.0,1.0,רמת גן,,19166.666666666668
הרב ריינס,₪ 4 043 000,"דירה, קרית משה, ירושלים",4 חדרים • קומה 5 • 120 מ״ר,"2 מרפסות, ממ""ד, חדש מקבלן",https://img.yad2.co.il/Pic/202508/05/2_5/o/y2_1pa_010824_20250805011117.jpeg,,4043000.0,4.0,2.0,5.0,ירושלים,,2021500.0
שדרות הרצל 104,₪ 9 200 000,"גג/ פנטהאוז, בית הכרם, רמת בית הכרם, ירושלים",6.5 חדרים • קומה 8 • 177 מ״ר,"ממ""ד, נכס חדש, מטבח גדול",https://img.yad2.co.il/Pic/202502/18/2_5/o/y2_1pa_010079_20250218093841.jpeg,,9200000.0,6.5,177.0,8.0,Unknown,"פנטהאוז, בית הכרם, רמת בית הכרם, ירושלים",51977.4011299435
אשכולית 44,₪ 1 680 000,"דירה, רמות הרכס, באר שבע",4.5 חדרים • קומה 5 • 166 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/27/2_5/o/y2_1pa_010560_20250727105413.jpeg,,1680000.0,4.5,166.0,5.0,באר שבע,,10120.481927710844
הנשיא הראשון 52,₪ 3 200 000,"דירה, א' / צפון מזרח העיר, רחובות",4 חדרים • קומה 11 • 116 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/21/2_5/o/o2_5_1_05928_20250721191437.jpg,,3200000.0,4.0,116.0,11.0,א',"צפון מזרח העיר, רחובות",27586.206896551725
גני יהודה,₪ 13 900 000,"בית פרטי/ קוטג', גני יהודה, סביון",10 חדרים • קומה קרקע • 1300 מ״ר,"2 מרפסות, חניה, מטבח גדול",https://img.yad2.co.il/Pic/202508/07/2_5/o/y2_9_995710_20250807.jpg,,13900000.0,10.0,2.0,4.0,Unknown,"קוטג', גני יהודה, סביון",6950000.0
דו משפחתי,₪ 2 590 000,"דו משפחתי, קרית טבעון",4 חדרים • קומה קרקע • 72 מ״ר,"ייחודי, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202505/26/2_5/o/y2_1pa_010988_20250526104904.jpeg,,2590000.0,4.0,72.0,4.0,קרית טבעון,,35972.22222222222
משה לוי 1,₪ 2 190 000,"דירה, נאות שמיר, רמלה",4 חדרים • קומה 1 • 120 מ״ר,"ממ""ד, חניה, יחידת הורים",https://img.yad2.co.il/Pic/202502/02/2_5/o/y2_1pa_010539_20250202130243.jpeg,,2190000.0,4.0,120.0,1.0,רמלה,,18250.0
כפר סבא הירוקה,₪ 3 100 000,"דירה, כפר סבא הירוקה, כפר סבא",4 חדרים • קומה 3 • 127 מ״ר,"2 מרפסות, ממ""ד, חניה",https://img.yad2.co.il/Pic/202509/04/2_5/o/y2_1pa_991708_20250904120720.jpeg,,3100000.0,4.0,2.0,3.0,כפר סבא,,1550000.0
ויצמן,₪ 18 200 000,"גג/ פנטהאוז, תל אביב יפו",5.5 חדרים • קומה 8 • 189 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202407/09/2_5/o/y2_1pa_010860_20240709101242.jpeg,,18200000.0,5.5,189.0,8.0,Unknown,"פנטהאוז, תל אביב יפו",96296.29629629629
הר הצופים,₪ 3 290 000,"גג/ פנטהאוז, קרית שרת מזרח, חולון",4 חדרים • קומה 5 • 210 מ״ר,"ממ""ד, נכס חדש, בהזדמנות",https://img.yad2.co.il/Pic/202503/17/2_5/o/y2_1pa_010517_20250317160552.jpeg,,3290000.0,4.0,210.0,5.0,Unknown,"פנטהאוז, קרית שרת מזרח, חולון",15666.666666666666
נווה אביבים,₪ 4 490 000,"דירה, נווה אביבים, תל אביב יפו",4 חדרים • קומה 4 • 98 מ״ר,"בניין משופץ, קרוב לפארק, בהזדמנות",https://img.yad2.co.il/Pic/202508/21/2_5/o/y2_1_UzBmtYpiob_20250821.jpg,,4490000.0,4.0,98.0,4.0,תל אביב יפו,,45816.32653061225
הכרמל,₪ 2 550 000,"דירה, נאות שז""ר, יבנה",4 חדרים • קומה 13 • 107 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202509/08/2_5/o/y2_1pa_010081_20250908145612.jpeg,,2550000.0,4.0,107.0,13.0,יבנה,,23831.77570093458
יפה ירקוני,₪ 3 588 000,"דירה, דרום חדש, פארק הים, בת ים",5 חדרים • קומה 15 • 127 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/10/2_5/o/y2_1pa_994267_20250710125538.jpeg,,3588000.0,5.0,127.0,15.0,בת ים,,28251.96850393701
חיים הרצוג 7,₪ 3 100 000,"דירת גן, פסגות אפק, ראש העין",4 חדרים • קומה קרקע • 212 מ״ר,"ממ""ד, נוף פתוח לעיר, חניה",https://img.yad2.co.il/Pic/202508/24/2_1/o/y2_1_07806_20250824114002.jpeg,,3100000.0,4.0,212.0,4.0,ראש העין,,14622.641509433963
עץ המשאלות 14,₪ 2 795 000,"דו משפחתי, אדמית / יערית, שלומי",5 חדרים • קומה קרקע • 310 מ״ר,"2 מרפסות, ממ""ד, חניה",https://img.yad2.co.il/Pic/202509/12/2_1/o/y2_1_07577_20250912133758.jpeg,,2795000.0,5.0,2.0,4.0,אדמית,"יערית, שלומי",1397500.0
אליהו מרידור 53,₪ 2 500 000,"דירה, פסגת זאב, ירושלים",4 חדרים • קומה 3 • 98 מ״ר,"ממ""ד, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/11/2_1/o/y2_1pa_010510_20250911223349.jpeg,,2500000.0,4.0,98.0,3.0,ירושלים,,25510.20408163265
אמוראים 5,₪ 3 490 000,"דירה, עליות, רמת גן",4 חדרים • קומה 1 • 112 מ״ר,"ממ""ד, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/11/2_1/o/y2_1pa_010479_20250911020133.jpeg,,3490000.0,4.0,112.0,1.0,רמת גן,,31160.714285714286
נחל ירקון 24,₪ 1 650 000,"דירה, כרמי גת, קרית גת",3 חדרים • קומה 7 • 86 מ״ר,"ממ""ד, נוף פתוח לעיר, חניה",https://img.yad2.co.il/Pic/202412/09/2_1/o/y2_1pa_010256_20241209105621.jpeg,,1650000.0,3.0,86.0,7.0,קרית גת,,19186.04651162791
משה דוד מייזנר 4,₪ 3 490 000,"דירה, כפר גנים ג, פתח תקווה",4 חדרים • קומה 3 • 120 מ״ר,"ממ""ד, 4 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/05/2_1/o/y2_1pa_010269_20250905160755.jpeg,,3490000.0,4.0,120.0,3.0,פתח תקווה,,29083.333333333332
צביה לובטקין 18,₪ 2 150 000,"דירה, נווה אליעזר וכפר שלם מזרח, תל אביב יפו",3 חדרים • קומה 3 • 60 מ״ר,"נוף פתוח לפארק, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202509/10/2_1/o/y2_1_02047_20250910094211.jpeg,,2150000.0,3.0,60.0,3.0,תל אביב יפו,,35833.333333333336
שדרות העצמאות 9,₪ 3 290 000,"דירה, רוטשילד עצמאות, בת ים",3 חדרים • קומה 2 • 90 מ״ר,"ממ""ד, נוף פתוח לים, חניה",https://img.yad2.co.il/Pic/202509/11/2_1/o/y2_1pa_010473_20250911110620.jpeg,,3290000.0,3.0,90.0,2.0,בת ים,,36555.555555555555
יפה נוף 34,₪ 6 750 000,"דירת גן, רמת התשבי, חיפה",4.5 חדרים • קומה 1 • 330 מ״ר,"3 חדרי מקלחת, ממ""ד, חניה",https://img.yad2.co.il/Pic/202509/05/2_1/o/y2_1pa_010397_20250905093628.jpeg,,6750000.0,3.0,330.0,1.0,חיפה,,20454.545454545456
המגילה 8,₪ 6 350 000,"בית פרטי/ קוטג', נווה חוף, ראשון לציון",7.5 חדרים • קומה קרקע • 380 מ״ר,"2 מרפסות, 4 חדרי מקלחת, 3 כיווני אוויר",https://img.yad2.co.il/Pic/202509/04/2_1/o/y2_1pa_010939_20250904114643.jpeg,,6350000.0,4.0,2.0,4.0,Unknown,"קוטג', נווה חוף, ראשון לציון",3175000.0
מעונות ברכה 1,₪ 3 450 000,"דירה, השומר, ראשון לציון",5 חדרים • קומה 5 • 134 מ״ר,"ממ""ד, חניה, בהזדמנות",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1_07527_20250907201314.jpeg,,3450000.0,5.0,134.0,5.0,ראשון לציון,,25746.268656716416
הרב בנימין צביאלי 17,₪ 4 200 000,"בית פרטי/ קוטג', פסגת זאב, ירושלים",5 חדרים • קומה קרקע • 240 מ״ר,"ממ""ד, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/10/2_1/o/y2_1pa_010197_20250910181639.jpeg,,4200000.0,5.0,240.0,4.0,Unknown,"קוטג', פסגת זאב, ירושלים",17500.0
"ד""ר סטופ 5",₪ 1 550 000,"דירה, נאות שקד, נתניה",3 חדרים • קומה 7 • 68 מ״ר,"3 כיווני אוויר, נוף פתוח לפארק, קרוב לים",https://img.yad2.co.il/Pic/202507/12/2_1/o/y2_1pa_010072_20250712175519.jpeg,,1550000.0,3.0,68.0,7.0,נתניה,,22794.117647058825
נחל דולב 12,₪ 1 500 000,"דירה, נאות שקמה, שדרות",4 חדרים • קומה 7 • 126 מ״ר,"ממ""ד, נוף פתוח לפארק, חניה",https://img.yad2.co.il/Pic/202506/18/2_1/o/y2_1pa_010874_20250618005950.jpeg,,1500000.0,4.0,126.0,7.0,שדרות,,11904.761904761905
ביאליק 78,₪ 4 190 000,"דירה, שכונת גפן, רמת גן",3 חדרים • קומה 14 • 102 מ״ר,"ממ""ד, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/13/2_1/o/y2_1pa_010077_20250913122516.jpeg,,4190000.0,3.0,102.0,14.0,רמת גן,,41078.43137254902
ארזה 20,₪ 6 750 000,"דירת גן, מוצא עילית, מוצא עילית",5 חדרים • קומה קרקע • 307 מ״ר,"ממ""ד, נוף פתוח לפארק, חניה",https://img.yad2.co.il/Pic/202506/30/2_1/o/y2_1pa_010510_20250630214019.jpeg,,6750000.0,5.0,307.0,4.0,מוצא עילית,,21986.970684039086
הדקל 7,₪ 3 800 000,"דירה, רובע א', אשדוד",5 חדרים • קומה 14 • 168 מ״ר,"3 חדרי מקלחת, 3 כיווני אוויר, חדש מקבלן",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1pa_010713_20250907150931.jpeg,,3800000.0,3.0,168.0,14.0,אשדוד,,22619.04761904762
נחל צלמון 5,₪ 2 250 000,"דירה, צור יצחק, צור יצחק",4 חדרים • קומה 3 • 134 מ״ר,"ממ""ד, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1pa_010079_20250907110725.jpeg,,2250000.0,4.0,134.0,3.0,צור יצחק,,16791.044776119405
דגן 13,₪ 3 100 000,"דירה, צריפין החדשה, באר יעקב",5 חדרים • קומה 15 • 139 מ״ר,"ממ""ד, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/04/2_1/o/y2_1pa_010445_20250904204521.jpeg,,3100000.0,5.0,139.0,15.0,באר יעקב,,22302.158273381294
שדרות בן גוריון 1,₪ 3 426 000,"דירה, המושבה הגרמנית, גדרה",6 חדרים • קומה 2 • 153 מ״ר,"4 חדרי מקלחת, חניה, חדש מקבלן",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1pa_010737_20250907142320.jpeg,,3426000.0,4.0,153.0,2.0,גדרה,,22392.156862745098
יפה ירקוני,₪ 3 588 000,"דירה, דרום חדש, פארק הים, בת ים",5 חדרים • קומה 15 • 127 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/10/2_5/o/y2_1pa_994267_20250710125538.jpeg,,3588000.0,5.0,127.0,15.0,בת ים,,28251.96850393701
משה קול,₪ 4 180 000,"דירה, בית הכרם, רמת בית הכרם, ירושלים",4 חדרים • קומה 2 • 94 מ״ר,"ממ""ד, חניה, מטבח גדול",https://img.yad2.co.il/Pic/202507/26/2_5/o/y2_1pa_010988_20250726234421.jpeg,,4180000.0,4.0,94.0,2.0,ירושלים,,44468.085106382976
רמת אביב ג',₪ 5 490 000,"דירה, רמת אביב ג', תל אביב יפו",4 חדרים • קומה 10 • 127 מ״ר,"חניה, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202502/14/2_5/o/y2_1pa_010901_20250214141254.jpeg,,5490000.0,4.0,127.0,10.0,תל אביב יפו,,43228.34645669291
יפה רום,₪ 3 780 000,"גג/ פנטהאוז, גילה, ירושלים",5 חדרים • קומה 3 • 128 מ״ר,"ממ""ד, חניה, בניין משופץ",https://assets.yad2.co.il/y2_frontend/global/images/small_image_placeholder.svg,,3780000.0,5.0,128.0,3.0,Unknown,"פנטהאוז, גילה, ירושלים",29531.25
המרי 22,₪ 3 095 000,"דירה, שינקין, גבעתיים",3 חדרים • קומה קרקע • 112 מ״ר,"ממ""ד, חניה, חדש מקבלן",https://img.yad2.co.il/Pic/202211/13/2_5/o/y2_1_R3BslHMdin_20221113.jpg,,3095000.0,3.0,112.0,4.0,גבעתיים,,27633.928571428572
ברנע,₪ 2 080 000,"דירה, ברנע, אשקלון",5 חדרים • קומה 4 • 138 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202412/13/2_5/o/y2_1pa_010874_20241213081852.jpeg,,2080000.0,5.0,138.0,4.0,אשקלון,,15072.463768115942
בית פרטי/ קוטג',₪ 16 990 000,"בית פרטי/ קוטג', סביון",9 חדרים • קומה קרקע • 2200 מ״ר,"ממ""ד, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202308/13/2_5/o/y2_6__nniTH7rdR_20230813.png,,16990000.0,9.0,2200.0,4.0,Unknown,"קוטג', סביון",7722.727272727273
גיורא יוספטל,₪ 1 190 000,"דירה, קרית ים",3 חדרים • קומה 2 • 60 מ״ר,"ייחודי, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202409/22/2_5/o/y2_1pa_010222_20240922232215.jpeg,,1190000.0,3.0,60.0,2.0,קרית ים,,19833.333333333332
"ביל""ו",₪ 1 765 000,"דירה, מרכז, קרית עבודה, חולון",2.5 חדרים • קומה 2 • 62 מ״ר,"חניה, בניין משופץ, קיבל היתר להתחדשות עירונית",https://img.yad2.co.il/Pic/202501/13/2_5/o/y2_1_Zk1DkMdVx3_20250113.jpg,,1765000.0,2.5,62.0,2.0,חולון,,28467.74193548387
נווה עובד,₪ 2 380 000,"מגרשים, נווה עובד, גן יבנה",קומה קרקע • 330 מ״ר,"ייחודי, חבל לפספס, בהזדמנות",https://assets.yad2.co.il/y2_frontend/global/images/small_image_placeholder.svg,,2380000.0,4.0,330.0,4.0,גן יבנה,,7212.121212121212
בארט,₪ 5 100 000,"דירה, נווה אביבים, תל אביב יפו",4 חדרים • קומה 1 • 126 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202505/05/2_5/o/y2_1pa_010717_20250505022554.jpeg,,5100000.0,4.0,126.0,1.0,תל אביב יפו,,40476.19047619047
ליאון בלום,₪ 1 480 000,"דירה, חיפה",2.5 חדרים • קומה 15 • 120 מ״ר,"2 מרפסות, קרוב לים, בניין משופץ",https://img.yad2.co.il/Pic/202509/09/2_5/o/y2_1pa_010550_20250909112101.jpeg,,1480000.0,2.5,2.0,15.0,חיפה,,740000.0
עמוס עוז 7,₪ 3 850 000,"דירה, גליל ים (מתחם הכוכבים), הרצליה",4 חדרים • קומה 6 • 104 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202509/07/2_5/o/y2_1pa_010673_20250907200414.jpeg,,3850000.0,4.0,104.0,6.0,הרצליה,,37019.230769230766
אריה לוין 3,₪ 2 350 000,"דירה, שיפר, פתח תקווה",5 חדרים • קומה 4 • 127 מ״ר,"2 מרפסות, ממ""ד, חניה",https://img.yad2.co.il/Pic/202503/05/2_5/o/y2_1pa_010774_20250305114152.jpeg,,2350000.0,5.0,2.0,4.0,פתח תקווה,,1175000.0
טיומקין,₪ 4 090 000,"דירה, לב תל אביב, לב העיר צפון, תל אביב יפו",4 חדרים • קומה קרקע • 100 מ״ר,"חניה, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202508/26/2_5/o/y2_1pa_010451_20250826021504.jpeg,,4090000.0,4.0,100.0,4.0,תל אביב יפו,,40900.0
"החי""ל",₪ 3 190 000,"דירה, נגבה, רמת גן",4 חדרים • קומה 4 • 88 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202508/14/2_5/o/y2_1pa_010360_20250814124846.jpeg,,3190000.0,4.0,88.0,4.0,רמת גן,,36250.0
אסף,₪ 4 400 000,"דירה, חרוזים, רמת גן",5 חדרים • קומה 5 • 108 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/20/2_5/o/y2_15_TkMXhjoKrP_20250720.jpg,,4400000.0,5.0,108.0,5.0,רמת גן,,40740.74074074074
הדרי סמל,₪ 4 530 000,"דירה, הדרי סמל, נס ציונה",6 חדרים • קומה 6 • 154 מ״ר,"ממ""ד, חניה, בניין משופץ",https://img.yad2.co.il/Pic/202508/31/2_5/o/y2_1_FyFGqYW_8X_20250831.jpeg,,4530000.0,6.0,154.0,6.0,נס ציונה,,29415.584415584417
