title,price,location,details,tags,image_url,url,price_shekels,rooms,area_sqm,floor,city,neighborhood,price_per_sqm
מודיעין 13,₪ 3 100 000,"דירה, אפרידר, אשקלון",4 חדרים • קומה 3 • 112 מ״ר,"ממ""ד, נוף פתוח לים, חניה",https://img.yad2.co.il/Pic/202508/26/2_1/o/y2_1_04331_20250826131122.jpeg,,3100000.0,4.0,112.0,3.0,אשקלון,,27678.571428571428
גרטרוד עליון 13,₪ 2 710 000,"דירה, פסגות אפק, ראש העין",4.5 חדרים • קומה 1 • 135 מ״ר,"ממ""ד, נוף פתוח לעיר, חניה",https://img.yad2.co.il/Pic/202508/26/2_1/o/y2_1pa_010601_20250826122543.jpeg,,2710000.0,4.5,135.0,1.0,ראש העין,,20074.074074074073
יאיר 1,₪ 990 000,"דירה, מושבה מרכז, זכרון יעקב",2 חדרים • קומה 7 • 100 מ״ר,"ממ""ד, נוף פתוח לים, בניין משופץ",https://img.yad2.co.il/Pic/202508/26/2_1/o/y2_1pa_010903_20250826170815.jpeg,,990000.0,2.0,100.0,7.0,זכרון יעקב,,9900.0
הירמוך 9,₪ 12 500 000,"מגרשים, מחנה יהודה - לב העיר, ירושלים",12.5 חדרים • קומה קרקע • 600 מ״ר,"3 מרפסות, 4 חדרי מקלחת, 3 כיווני אוויר",https://img.yad2.co.il/Pic/202509/09/2_1/o/y2_1pa_010136_20250909050635.jpeg,,12500000.0,4.0,3.0,4.0,מחנה יהודה,"לב העיר, ירושלים",4166666.6666666665
הרימון 30,₪ 7 740 000,"בית פרטי/ קוטג', עין איילה, עין איילה",5.5 חדרים • קומה קרקע • 520 מ״ר,"3 חדרי מקלחת, ממ""ד, חניה",https://img.yad2.co.il/Pic/202508/25/2_1/o/y2_1pa_010356_20250825202418.jpeg,,7740000.0,3.0,520.0,4.0,Unknown,"קוטג', עין איילה, עין איילה",14884.615384615385
גנסין 23,₪ 3 500 000,"דירה, גבעת הרמבם, גבעתיים",3.5 חדרים • קומה 1 • 85 מ״ר,"3 כיווני אוויר, נוף פתוח לעיר, חניה",https://img.yad2.co.il/Pic/202508/25/2_1/o/y2_1pa_010053_20250825112537.jpeg,,3500000.0,3.5,85.0,1.0,גבעתיים,,41176.470588235294
אליעזר בן יהודה 7,₪ 2 770 000,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",5 חדרים • קומה 3 • 130 מ״ר,"ממ""ד, 4 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202508/18/2_1/o/y2_1_01489_20250818120952.jpeg,,2770000.0,5.0,130.0,3.0,המרכז השקט,"מרכז העיר, פתח תקווה",21307.69230769231
אורן 46,₪ 2 850 000,"דופלקס, החורש, חריש",6 חדרים • קומה 4 • 203 מ״ר,"2 מרפסות, 4 חדרי מקלחת, חניה",https://img.yad2.co.il/Pic/202508/25/2_1/o/y2_1_05839_20250825211715.jpeg,,2850000.0,4.0,2.0,4.0,חריש,,1425000.0
נחלת צבי 15,₪ 2 980 000,"גג/ פנטהאוז, לב המושבה / מרכז העיר, פתח תקווה",5 חדרים • קומה 6 • 113 מ״ר,"3 חדרי מקלחת, ממ""ד, חניה",https://img.yad2.co.il/Pic/202509/11/2_1/o/y2_1_04981_20250911145717.jpeg,,2980000.0,3.0,113.0,6.0,Unknown,"פנטהאוז, לב המושבה",26371.681415929204
רחבת הזמיר 15,₪ 2 000 000,"דירה, אלעד, אלעד",3 חדרים • קומה 2 • 85 מ״ר,"ממ""ד, 3 כיווני אוויר, חניה",https://assets.yad2.co.il/y2_frontend/global/images/small_image_placeholder.svg,,2000000.0,3.0,85.0,2.0,אלעד,,23529.41176470588
דרך מנחם בגין 8,₪ 1 350 000,"דירה, נאות אשכול, שדרות",4 חדרים • קומה 6 • 111 מ״ר,"ממ""ד, נוף פתוח לעיר, חניה",https://img.yad2.co.il/Pic/202509/09/2_1/o/y2_1_04895_20250909144522.jpeg,,1350000.0,4.0,111.0,6.0,שדרות,,12162.162162162162
דניאל 91,₪ 1 800 000,"דירה, לב העיר, בת ים",3 חדרים • קומה 4 • 71 מ״ר,"נכס עורפי, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202507/27/2_1/o/y2_1pa_010433_20250727182454.jpeg,,1800000.0,3.0,71.0,4.0,בת ים,,25352.11267605634
החשמונאים 5,₪ 1 950 000,"דירה, לב העיר, בת ים",3 חדרים • קומה 3 • 85 מ״ר,"3 כיווני אוויר, נוף פתוח לפארק, נכס עורפי",https://img.yad2.co.il/Pic/202508/25/2_1/o/y2_1pa_010627_20250825231833.jpeg,,1950000.0,3.0,85.0,3.0,בת ים,,22941.176470588234
השיקמה 29,₪ 1 500 000,"דירה, רמות יצחק, נשר",3 חדרים • קומה 2 • 68 מ״ר,"חניה, בניין משופץ, בהזדמנות",https://img.yad2.co.il/Pic/202509/12/2_1/o/y2_1_07085_20250912221317.jpeg,,1500000.0,3.0,68.0,2.0,נשר,,22058.823529411766
מגידו 9,₪ 1 860 000,"דירה, קרית שרת מזרח, חולון",3 חדרים • קומה 4 • 61 מ״ר,"ייחודי, חבל לפספס, מומלץ",https://img.yad2.co.il/Pic/202509/09/2_1/o/y2_1_04169_20250909122026.jpeg,,1860000.0,3.0,61.0,4.0,חולון,,30491.803278688523
יציאה למחלף חולון מזרח 1,₪ 1 500 000,"מגרשים, מולדת - דרום חולון, חולון",קומה קרקע • 335 מ״ר,"4 כיווני אוויר, חבל לפספס, בהזדמנות",https://assets.yad2.co.il/y2_frontend/global/images/small_image_placeholder.svg,,1500000.0,4.0,335.0,4.0,מולדת,"דרום חולון, חולון",4477.611940298508
הנביאים 36,₪ 2 100 000,"בית פרטי/ קוטג', מרכז העיר, קרית אתא",5 חדרים • קומה קרקע • 145 מ״ר,"3 חדרי מקלחת, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202508/11/2_1/o/y2_1pa_010956_20250811163226.jpeg,,2100000.0,3.0,145.0,4.0,Unknown,"קוטג', מרכז העיר, קרית אתא",14482.758620689656
קרליבך 4,₪ 5 750 000,"דירה, גני שרונה, קרית הממשלה, תל אביב יפו",4 חדרים • קומה 13 • 119 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/10/2_1/o/y2_1pa_010176_20250710111217.jpeg,,5750000.0,4.0,119.0,13.0,תל אביב יפו,,48319.32773109244
אחד העם 27,₪ 2 650 000,"דירה, עיר, מרכז העיר, נהריה",5 חדרים • קומה 1 • 140 מ״ר,"3 חדרי מקלחת, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202508/25/2_1/o/y2_1pa_010297_20250825105215.jpeg,,2650000.0,3.0,140.0,1.0,נהריה,,18928.571428571428
לילינבלום,₪ 2 050 000,"דירה, קרית אתא",5 חדרים • קומה 1 • 180 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202506/18/2_5/o/y2_5_xmQtvX3fqo_20250618.jpeg,,2050000.0,5.0,180.0,1.0,קרית אתא,,11388.888888888889
בית פרטי/ קוטג',₪ 6 900 000,"בית פרטי/ קוטג', בוסתן הגליל",6 חדרים • קומה קרקע • 699 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202504/21/2_5/o/y2_10_NDm3wE2mEC_20250421.jpg,,6900000.0,6.0,699.0,4.0,Unknown,"קוטג', בוסתן הגליל",9871.244635193134
שלום דנינו 2,₪ 1 410 000,"דירה, נתיבות מערב, נתיבות",4 חדרים • קומה 11 • 110 מ״ר,"חניה, נכס חדש, בהזדמנות",https://img.yad2.co.il/Pic/202508/19/2_5/o/y2_1pa_010327_20250819192713.jpeg,,1410000.0,4.0,110.0,11.0,נתיבות,,12818.181818181818
דירה,₪ 2 090 000,"דירה, בת ים",3 חדרים • קומה 4 • 65 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/30/2_5/o/y2_1_iXkj2MdEVC_20250730.jpg,,2090000.0,3.0,65.0,4.0,בת ים,,32153.846153846152
מגדיאל,₪ 2 630 000,"דירה, מגדיאל, הוד השרון",4 חדרים • קומה 2 • 103 מ״ר,"חניה, יחידת הורים, בניין משופץ",https://img.yad2.co.il/Pic/202509/18/2_5/o/y2_1pa_010102_20250918100135.jpeg,,2630000.0,4.0,103.0,2.0,הוד השרון,,25533.980582524273
בן גוריון,₪ 2 780 000,"דירה, בן גוריון, חולון",5 חדרים • קומה 1 • 132 מ״ר,"ממ""ד, חניה, יחידת הורים",https://img.yad2.co.il/Pic/202507/20/2_5/o/y2_1pa_010355_20250720132839.jpeg,,2780000.0,5.0,132.0,1.0,חולון,,21060.60606060606
בורוכוב,₪ 9 500 000,"גג/ פנטהאוז, בורוכוב, גבעתיים",5 חדרים • קומה 6 • 220 מ״ר,"ממ""ד, נכס חדש, חבל לפספס",https://img.yad2.co.il/Pic/202508/04/2_5/o/o2_5_1_09728_20250804172243.jpg,,9500000.0,5.0,220.0,6.0,Unknown,"פנטהאוז, בורוכוב, גבעתיים",43181.818181818184
שילה,₪ 5 500 000,"דירה, הצפון החדש - דרום, תל אביב יפו",3 חדרים • קומה 2 • 94 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/27/2_5/o/y2_1pa_010942_20250727142915.jpeg,,5500000.0,3.0,94.0,2.0,הצפון החדש,"דרום, תל אביב יפו",58510.63829787234
כינרת 37,₪ 1 800 000,"דירה, רובע י""א, אשדוד",3.5 חדרים • קומה 6 • 97 מ״ר,"חניה, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202508/07/2_5/o/y2_10_YgNYXERI15_20250807.jpeg,,1800000.0,3.5,97.0,6.0,אשדוד,,18556.701030927834
שדרות רחבעם זאבי,₪ 3 900 000,"דירה, גבעת אולגה, חדרה",4 חדרים • קומה 8 • 120 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/09/2_5/o/y2_10_ke56n8Z5Ze_20250709.jpg,,3900000.0,4.0,120.0,8.0,חדרה,,32500.0
מתחם 1200,₪ 3 480 000,"דירה, מתחם 1200, הוד השרון",4 חדרים • קומה 8 • 100 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202504/22/2_5/o/y2_1pa_010981_20250422161213.jpeg,,3480000.0,4.0,100.0,8.0,הוד השרון,,34800.0
דרך הנחשונים 7,₪ 1 800 000,"דירת גן, רובע ב', אריאל",4 חדרים • קומה קרקע • 91 מ״ר,"ממ""ד, יחידת הורים, בניין משופץ",https://img.yad2.co.il/Pic/202509/07/2_5/o/y2_1pa_010171_20250907152126.jpeg,,1800000.0,4.0,91.0,4.0,אריאל,,19780.21978021978
השקד,₪ 2 570 000,"בית פרטי/ קוטג', חוסן",5 חדרים • קומה קרקע • 500 מ״ר,"ממ""ד, חניה, בהזדמנות",https://img.yad2.co.il/Pic/202509/07/2_5/o/y2_1pa_010824_20250907125042.jpeg,,2570000.0,5.0,500.0,4.0,Unknown,"קוטג', חוסן",5140.0
הדייגים,₪ 4 400 000,"דופלקס, נאות רבין, יבנה",5.5 חדרים • קומה 21 • 186 מ״ר,"ממ""ד, חניה, קרוב לים",https://img.yad2.co.il/Pic/202507/15/2_5/o/y2_1pa_010638_20250715133035.jpeg,,4400000.0,5.5,186.0,21.0,יבנה,,23655.913978494624
שאר העיר,₪ 1 770 000,"דירת גן, שאר העיר, מגדל העמק",4.5 חדרים • קומה 1 • 106 מ״ר,"ממ""ד, חניה, מטבח גדול",https://img.yad2.co.il/Pic/202507/10/2_5/o/o2_5_1_06878_20250710143915.jpg,,1770000.0,4.5,106.0,1.0,מגדל העמק,,16698.11320754717
ברדיצ'בסקי,₪ 6 800 000,"דירת גן, ארלוזורוב, גבעתיים",5 חדרים • קומה קרקע • 223 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/22/2_5/o/y2_1pa_010202_20250722164756.jpeg,,6800000.0,5.0,223.0,4.0,גבעתיים,,30493.2735426009
השחר,₪ 11 900 000,"בית פרטי/ קוטג', קרית גנים, רעננה",7 חדרים • קומה קרקע • 450 מ״ר,"חניה, מטבח גדול, בהזדמנות",https://img.yad2.co.il/Pic/202508/07/2_5/o/y2_1pa_010933_20250807121227.jpeg,,11900000.0,7.0,450.0,4.0,Unknown,"קוטג', קרית גנים, רעננה",26444.444444444445
נאות שקמה,₪ 2 590 000,"דירה, נאות שקמה, ראשון לציון",4 חדרים • קומה 5 • 90 מ״ר,"ממ""ד, חניה, בניין משופץ",https://img.yad2.co.il/Pic/202506/09/2_5/o/y2_5_998637_20250609.jpg,,2590000.0,4.0,90.0,5.0,ראשון לציון,,28777.777777777777
אנשי בראשית,₪ 3 350 000,"דירה, רמתיים, הוד השרון",4.5 חדרים • קומה 5 • 120 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202509/16/2_5/o/y2_1pa_010472_20250916130604.jpeg,,3350000.0,4.5,120.0,5.0,הוד השרון,,27916.666666666668
נורדאו,₪ 2 990 000,"דירה, שכונת חשמונאים, מרכז העיר א, רמת גן",3 חדרים • קומה 4 • 73 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202509/04/2_5/o/y2_1pa_010292_20250904175512.jpeg,,2990000.0,3.0,73.0,4.0,רמת גן,,40958.90410958904
נחשול 8,₪ 2 680 000,"דירה, נופרים, ראש העין",5 חדרים • קומה 8 • 146 מ״ר,"ממ""ד, נוף פתוח לפארק, חניה",https://img.yad2.co.il/Pic/202508/26/2_1/o/y2_1pa_010148_20250826165723.jpeg,,2680000.0,5.0,146.0,8.0,ראש העין,,18356.164383561645
הרב כלפון משה הכהן 4,₪ 1 780 000,"דירה, גבעת ציון, אשקלון",4 חדרים • קומה 1 • 119 מ״ר,"ממ""ד, נוף פתוח לפארק, חניה",https://img.yad2.co.il/Pic/202508/26/2_1/o/y2_1pa_010584_20250826205515.jpeg,,1780000.0,4.0,119.0,1.0,אשקלון,,14957.98319327731
האשל 19,₪ 3 250 000,"דירה, שכונת יהלום, מרכז העיר ב, רמת גן",3 חדרים • קומה 7 • 76 מ״ר,"ממ""ד, נוף פתוח לעיר, חניה",https://img.yad2.co.il/Pic/202508/25/2_1/o/y2_1pa_010736_20250825114356.jpeg,,3250000.0,3.0,76.0,7.0,רמת גן,,42763.15789473684
חזקיהו המלך 31,₪ 2 700 000,"דירה, קטמון הישנה, ירושלים",2.5 חדרים • קומה קרקע • 60 מ״ר,"ממ""ד, נוף פתוח לעיר, חניה",https://img.yad2.co.il/Pic/202508/25/2_1/o/y2_1pa_010982_20250825120041.jpeg,,2700000.0,2.5,60.0,4.0,ירושלים,,45000.0
הנשיא 5,₪ 1 990 000,"דירה, אפרידר, אשקלון",4.5 חדרים • קומה 2 • 123 מ״ר,"ממ""ד, 4 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202508/25/2_1/o/y2_1pa_010878_20250825122742.jpeg,,1990000.0,4.5,123.0,2.0,אשקלון,,16178.861788617885
רקפות 2,₪ 2 000 000,"מגרשים, אפק, קרית ביאליק",קומה קרקע • 2132 מ״ר,"4 כיווני אוויר, חדש מקבלן, בהזדמנות",https://assets.yad2.co.il/y2_frontend/global/images/small_image_placeholder.svg,,2000000.0,4.0,2132.0,4.0,קרית ביאליק,,938.0863039399625
בורוכוב 18,₪ 2 040 000,"דירה, רמת ורבר, פתח תקווה",3.5 חדרים • קומה 6 • 78 מ״ר,"נוף פתוח לעיר, נכס עורפי, בניין משופץ",https://img.yad2.co.il/Pic/202509/10/2_1/o/y2_1pa_010008_20250910095647.jpeg,,2040000.0,3.5,78.0,6.0,פתח תקווה,,26153.846153846152
דרך הים 58,₪ 1 750 000,"דירה, עיר היין, אשקלון",3 חדרים • קומה 4 • 100 מ״ר,"ממ""ד, חניה, חדש מקבלן",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1_04031_20250907104621.jpeg,,1750000.0,3.0,100.0,4.0,אשקלון,,17500.0
אהבת אדם 84,₪ 2 600 000,"דירה, שרונה, כפר יונה",4 חדרים • קומה 4 • 114 מ״ר,"ממ""ד, נוף פתוח לפארק, חניה",https://img.yad2.co.il/Pic/202507/30/2_1/o/y2_1_02140_20250730135949.jpeg,,2600000.0,4.0,114.0,4.0,כפר יונה,,22807.01754385965
הרצל 82,₪ 3 500 000,"גג/ פנטהאוז, עצמאות יוספטל, בת ים",5.5 חדרים • קומה 8 • 170 מ״ר,"3 מרפסות, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202508/23/2_1/o/y2_1pa_010604_20250823184125.jpeg,,3500000.0,5.5,3.0,8.0,Unknown,"פנטהאוז, עצמאות יוספטל, בת ים",1166666.6666666667
החצב 16,₪ 1 190 000,"דירה, שלום, נצרת עילית / נוף הגליל",3.5 חדרים • קומה 1 • 70 מ״ר,"3 כיווני אוויר, נוף פתוח לפארק, חניה",https://img.yad2.co.il/Pic/202507/29/2_1/o/y2_1pa_010155_20250729193201.jpeg,,1190000.0,3.5,70.0,1.0,נצרת עילית,נוף הגליל,17000.0
בוליביה 4,₪ 3 390 000,"גג/ פנטהאוז, קרית היובל, ירושלים",4 חדרים • קומה 6 • 160 מ״ר,"ממ""ד, 3 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1pa_010518_20250907190231.jpeg,,3390000.0,4.0,160.0,6.0,Unknown,"פנטהאוז, קרית היובל, ירושלים",21187.5
סמטת נחל יעלים 5,₪ 3 180 000,"בית פרטי/ קוטג', הנחלים, מעלה אדומים",5 חדרים • קומה קרקע • 200 מ״ר,"3 כיווני אוויר, קרוב לפארק, בהזדמנות",https://img.yad2.co.il/Pic/202505/31/2_1/o/y2_1pa_010733_20250531145053.jpeg,,3180000.0,5.0,200.0,4.0,Unknown,"קוטג', הנחלים, מעלה אדומים",15900.0
מגרשים,₪ 3 500 000,"מגרשים, מעיין צבי",קומה קרקע • 345 מ״ר,"4 כיווני אוויר, נוף פתוח לים, נכס חדש",https://assets.yad2.co.il/y2_frontend/global/images/small_image_placeholder.svg,,3500000.0,4.0,345.0,4.0,מעיין צבי,,10144.927536231884
הכרמים 122,₪ 2 500 000,"בית פרטי/ קוטג', מישור הגפן, אופקים",9 חדרים • קומה קרקע • 230 מ״ר,"4 חדרי מקלחת, יחידת הורים, בניין משופץ",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1pa_010731_20250907110010.jpeg,,2500000.0,4.0,230.0,4.0,Unknown,"קוטג', מישור הגפן, אופקים",10869.565217391304
דרך מנחם בגין 144,₪ 4 490 000,"דירה, מונטיפיורי, הרכבת, תל אביב יפו",3 חדרים • קומה 26 • 85 מ״ר,"ממ""ד, נוף פתוח לים, חניה",https://img.yad2.co.il/Pic/202509/07/2_1/o/y2_1pa_010435_20250907150143.jpeg,,4490000.0,3.0,85.0,26.0,תל אביב יפו,,52823.529411764706
יהודה הלוי 12,₪ 1 830 000,"דירה, שכונה ב', באר שבע",4 חדרים • קומה 13 • 147 מ״ר,"ממ""ד, 4 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202508/24/2_1/o/y2_1pa_010677_20250824015515.jpeg,,1830000.0,4.0,147.0,13.0,באר שבע,,12448.979591836734
ארלוזורוב 1,₪ 2 600 000,"גג/ פנטהאוז, אפרים, חדרה",4 חדרים • קומה 7 • 156 מ״ר,"ממ""ד, נוף פתוח לפארק, חניה",https://img.yad2.co.il/Pic/202509/15/2_1/o/y2_1pa_010951_20250915095629.jpeg,,2600000.0,4.0,156.0,7.0,Unknown,"פנטהאוז, אפרים, חדרה",16666.666666666668
דרך ששת הימים 101,₪ 2 250 000,"דירה, סלע, רחובות",3 חדרים • קומה 9 • 88 מ״ר,"ממ""ד, חניה, חדש מקבלן",https://img.yad2.co.il/Pic/202509/06/2_1/o/y2_1pa_010262_20250906094631.jpeg,,2250000.0,3.0,88.0,9.0,רחובות,,25568.18181818182
רבן יוחנן בן זכאי 76,₪ 2 650 000,"דירה, אלעד, אלעד",4 חדרים • קומה 2 • 100 מ״ר,"ממ""ד, 4 כיווני אוויר, חניה",https://img.yad2.co.il/Pic/202509/15/2_1/o/y2_1pa_010897_20250915225149.jpeg,,2650000.0,4.0,100.0,2.0,אלעד,,26500.0
אלי כהן 37,₪ 1 370 000,"דירה, נווה הדרים, אשקלון",4 חדרים • קומה 7 • 80 מ״ר,"ממ""ד, חניה, בהזדמנות",https://img.yad2.co.il/Pic/202507/21/2_5/o/y2_1_874cp6Ahn5_20250721.jpeg,,1370000.0,4.0,80.0,7.0,אשקלון,,17125.0
קרית גנים,₪ 2 480 000,"דירה, קרית גנים, ראשון לציון",4.5 חדרים • קומה 2 • 106 מ״ר,"חניה, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202508/25/2_5/o/y2_1pa_010912_20250825180505.jpeg,,2480000.0,4.5,106.0,2.0,ראשון לציון,,23396.22641509434
קרית אילון,₪ 5 900 000,"דירת גן, קרית אילון, חולון",5 חדרים • קומה קרקע • 355 מ״ר,"2 מרפסות, ממ""ד, חניה",https://img.yad2.co.il/Pic/202501/19/2_5/o/y2_3_30xSiIaYeo_20250119.jpg,,5900000.0,5.0,2.0,4.0,חולון,,2950000.0
הנביאים,₪ 3 500 000,"גג/ פנטהאוז, הנביאים, בת ים",6 חדרים • קומה 8 • 215 מ״ר,,https://img.yad2.co.il/Pic/202505/26/2_5/o/y2_1pa_999902_20250526163130.jpeg,,3500000.0,6.0,215.0,8.0,Unknown,"פנטהאוז, הנביאים, בת ים",16279.06976744186
רחל המשוררת,₪ 3 490 000,"דירה, בית הכרם, רמת בית הכרם, ירושלים",4 חדרים • קומה 2 • 90 מ״ר,"ייחודי, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202509/04/2_5/o/y2_1pa_010579_20250904104550.jpeg,,3490000.0,4.0,90.0,2.0,ירושלים,,38777.77777777778
צריפין החדשה,₪ 3 450 000,"דירת גן, צריפין החדשה, באר יעקב",3 חדרים • קומה 1 • 190 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202509/17/2_5/o/y2_1pa_010575_20250917170220.jpeg,,3450000.0,3.0,190.0,1.0,באר יעקב,,18157.894736842107
גני תקווה מערב,₪ 4 250 000,"דירה, גני תקווה מערב, גני תקווה",5 חדרים • קומה 12 • 153 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202505/18/2_5/o/y2_1pa_010218_20250518124612.jpeg,,4250000.0,5.0,153.0,12.0,גני תקווה,,27777.777777777777
אירוס,₪ 9 550 000,"בית פרטי/ קוטג', אירוס, אירוס",8 חדרים • קומה קרקע • 505 מ״ר,"2 מרפסות, ממ""ד, חניה",https://img.yad2.co.il/Pic/202310/15/2_5/o/y2_11_993184_20231015.png,,9550000.0,8.0,2.0,4.0,Unknown,"קוטג', אירוס, אירוס",4775000.0
יהודה הלוי,₪ 2 490 000,"דירה, רמב""ם, ראשון לציון",4 חדרים • קומה 1 • 121 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202508/13/2_5/o/y2_1pa_010524_20250813220223.jpeg,,2490000.0,4.0,121.0,1.0,ראשון לציון,,20578.512396694216
ויטל,₪ 4 150 000,"דופלקס, פלורנטין, תל אביב יפו",3 חדרים • קומה 6 • 91 מ״ר,"חניה, בניין משופץ, קרוב לפארק",https://img.yad2.co.il/Pic/202505/25/2_5/o/y2_1pa_010541_20250525163018.jpeg,,4150000.0,3.0,91.0,6.0,תל אביב יפו,,45604.395604395606
קהילת לודז' 66,₪ 3 190 000,"דירה, הדר יוסף, תל אביב יפו",2.5 חדרים • קומה 2 • 68 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202505/29/2_5/o/y2_1pa_010526_20250529092414.jpeg,,3190000.0,2.5,68.0,2.0,תל אביב יפו,,46911.76470588235
רות,₪ 3 790 000,"דירה, חרוזים, רמת גן",4 חדרים • קומה 4 • 110 מ״ר,"ממ""ד, חניה, נכס חדש",https://img.yad2.co.il/Pic/202507/28/2_5/o/y2_1pa_010833_20250728114452.jpeg,,3790000.0,4.0,110.0,4.0,רמת גן,,34454.545454545456
שדרות מנחם בגין,₪ 555 000,"מגרשים, גבעת אולגה, חדרה",קומה קרקע • 166 מ״ר,"ייחודי, חבל לפספס, בהזדמנות",https://img.yad2.co.il/Pic/202408/11/2_5/o/y2_1_6QBn4jHjJg_20240811.jpg,,555000.0,4.0,166.0,4.0,חדרה,,3343.373493975904
יסמין,₪ 6 170 000,"בית פרטי/ קוטג', הוותיקה, צור הדסה",6 חדרים • קומה קרקע • 579 מ״ר,"חניה, יחידת הורים, בניין משופץ",https://img.yad2.co.il/Pic/202508/10/2_5/o/y2_1pa_010695_20250810134129.jpeg,,6170000.0,6.0,579.0,4.0,Unknown,"קוטג', הוותיקה, צור הדסה",10656.303972366148
הרב חיים ברלין,₪ 6 500 000,"דירה, קרית שמואל, ירושלים",5 חדרים • קומה 4 • 133 מ״ר,,https://img.yad2.co.il/Pic/202509/04/2_5/o/y2_1pa_994526_20250904162744.jpeg,,6500000.0,5.0,133.0,4.0,ירושלים,,48872.18045112782
שמעון התרסי 11,₪ 4 590 000,"דירה, הצפון הישן - צפון, תל אביב יפו",3.5 חדרים • קומה 3 • 80 מ״ר,"2 מרפסות, חניה, בהזדמנות",https://img.yad2.co.il/Pic/202508/10/2_5/o/y2_1pa_010053_20250810150040.jpeg,,4590000.0,3.5,2.0,3.0,הצפון הישן,"צפון, תל אביב יפו",2295000.0
גלי כרמל,₪ 2 175 000,"דירה, גלי כרמל, טירת כרמל",5 חדרים • קומה 9 • 145 מ״ר,"ממ""ד, חניה, נכס חדש",https://assets.yad2.co.il/y2_frontend/global/images/small_image_placeholder.svg,,2175000.0,5.0,145.0,9.0,טירת כרמל,,15000.0
המשתלה,₪ 10 980 000,"בית פרטי/ קוטג', המשתלה, תל אביב יפו",7 חדרים • קומה קרקע • 300 מ״ר,"ממ""ד, חניה, קרוב לפארק",https://img.yad2.co.il/Pic/202508/04/2_5/o/y2_4_D035_pmIBF_20250804.png,,10980000.0,7.0,300.0,4.0,Unknown,"קוטג', המשתלה, תל אביב יפו",36600.0
בית פרטי/ קוטג',₪ 5 550 000,"בית פרטי/ קוטג', בת הדר",7 חדרים • קומה קרקע • 500 מ״ר,"2 מרפסות, ממ""ד, חניה",https://img.yad2.co.il/Pic/202506/10/2_5/o/y2_1pa_010260_20250610134101.jpeg,,5550000.0,7.0,2.0,4.0,Unknown,"קוטג', בת הדר",2775000.0
